TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,amount,date,time,hour,day_of_week,is_weekend,month,balance_after,balance,merchant,narration,mode,transaction_type,debit_credit,merchant_encoded,channel_encoded,txn_type_encoded,anomaly_score_raw,log_amount,is_night,is_early_morning,is_round_amount,is_near_threshold,is_large_amount,balance_before,balance_zeroed_out,amount_to_balance_ratio,balance_utilization,balance_delta,rule_score,rule_flags,rule_reasons,ml_score,score_iso_component,score_xgb_component,score_rf_component,score_velocity,score_spending_dev,fraud_type_predicted,fraud_probability,shap_top_feature,confidence_score,final_risk_score,risk_category,risk_icon,risk_description,rule_boost_applied,hard_override_applied,suppression_applied,dominant_signal,combined_reason,is_fraud_predicted
TX000299,AC00495,689.54,2023-03-06 16:46:57,Debit,Oklahoma City,D000395,89.6.100.149,M038,Branch,27,Student,93,1,1633.76,2024-11-04 08:08:53,689.54,2023-06-03 16:46:57,16:46:57,16,5,1,6,1633.76,1633.76,M038,M038,Branch,Debit,DEBIT,5,6,6,0.0,6.537473900208455,0,0,0,0,0,2323.3,0,0.29666566278019185,0.29666566278019185,689.5400000000002,0,[],[],1.342796042395964,0.0,0.0,0.0,0.0,1.342796042395964,Normal,0.01342796042395964,N/A,1.0,0.4028388127187892,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000300,AC00035,211.18,2023-10-16 16:09:47,Debit,Washington,D000428,64.89.183.39,M059,ATM,73,Retired,90,1,4069.17,2024-11-04 08:11:50,211.18,,12:00:00,12,0,0,1,4069.17,4069.17,M059,M059,ATM,Debit,DEBIT,5,3,6,0.0,5.357434971031125,0,0,0,0,0,4280.35,0,0.049325563198523825,0.049325563198523825,211.1800000000003,0,[],[],0.2960510202026507,0.0,0.0,0.0,0.0,0.2960510202026507,Normal,0.0029605102020265075,N/A,1.0,0.08881530606079523,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000301,AC00119,211.36,2023-11-21 16:23:41,Credit,Fort Worth,D000700,63.67.150.226,M041,Branch,51,Engineer,286,1,7943.47,2024-11-04 08:11:10,211.36,,12:00:00,12,0,0,1,7943.47,7943.47,M041,M041,Branch,Credit,DEBIT,0,6,5,0.0,5.3582829477154705,0,0,0,0,0,8154.83,0,0.02591520421587993,0.02591520421587993,211.35999999999967,0,[],[],0.2954343455825576,0.0,0.0,0.0,0.0,0.2954343455825576,Normal,0.002954343455825576,N/A,1.0,0.08863030367476728,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000302,AC00488,744.41,2023-07-31 16:35:59,Credit,Houston,D000115,24.181.236.233,M095,Online,39,Engineer,107,1,8842.47,2024-11-04 08:11:27,744.41,,12:00:00,12,0,0,1,8842.47,8842.47,M095,M095,Online,Credit,DEBIT,3,2,5,0.0,6.613934402570946,0,0,0,0,0,9586.88,0,0.07764072975464859,0.07764072975464859,744.4099999999999,0,[],[],1.5307790224210203,0.0,0.0,0.0,0.0,1.5307790224210203,Normal,0.015307790224210202,N/A,1.0,0.4592337067263061,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (2/100),0
TX000303,AC00466,61.43,2023-06-29 16:16:37,Debit,Phoenix,D000084,14.200.197.126,M035,Online,24,Student,170,1,1882.77,2024-11-04 08:08:18,61.43,,12:00:00,12,0,0,1,1882.77,1882.77,M035,M035,Online,Debit,DEBIT,1,2,6,0.0,4.134045929073653,0,0,0,0,0,1944.2,0,0.031580300226197816,0.031580300226197816,61.430000000000064,0,[],[],0.8090900444190203,0.0,0.0,0.0,0.0,0.8090900444190203,Normal,0.008090900444190204,N/A,1.0,0.24272701332570612,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000304,AC00489,167.44,2023-09-25 16:11:18,Debit,Mesa,D000483,166.7.230.111,M087,Branch,37,Doctor,82,1,12526.71,2024-11-04 08:10:49,167.44,,12:00:00,12,0,0,1,12526.71,12526.71,M087,M087,Branch,Debit,DEBIT,4,6,6,0.0,5.126579603293727,0,0,0,0,0,12694.15,0,0.013189288822896933,0.013189288822896933,167.4400000000005,0,[],[],0.4459029528852819,0.0,0.0,0.0,0.0,0.4459029528852819,Normal,0.004459029528852819,N/A,1.0,0.13377088586558455,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000305,AC00306,361.46,2023-04-07 17:23:05,Debit,Nashville,D000169,171.150.178.172,M093,Online,21,Student,83,1,4737.84,2024-11-04 08:10:42,361.46,2023-07-04 17:23:05,17:23:05,17,1,0,7,4737.84,4737.84,M093,M093,Online,Debit,DEBIT,4,2,6,0.0,5.892914123378705,0,0,0,0,0,5099.3,0,0.07087034096033566,0.07087034096033566,361.46000000000004,15,['BALANCE_DROP_ALERT'],['Transaction of 361.46 is 41.6% of opening balance 868.91 on 2023-07-04 (threshold: 40%)'],0.21880376817288186,0.0,0.0,0.0,0.0,0.21880376817288186,Normal,0.0021880376817288187,N/A,1.0,45.065641130451866,Medium,🟠,Multiple weak signals — consider manual review,45.0,False,False,RULES,Rule-based flags: Transaction of 361.46 is 41.6% of opening balance 868.91 on 2023-07-04 (threshold: 40%). ML score below threshold (0/100),0
TX000306,AC00431,378.85,2023-06-16 17:21:15,Debit,Virginia Beach,D000043,192.95.36.246,M089,Branch,78,Retired,126,1,2300.53,2024-11-04 08:09:07,378.85,,12:00:00,12,0,0,1,2300.53,2300.53,M089,M089,Branch,Debit,DEBIT,0,6,6,0.0,5.939776437949231,0,0,0,0,0,2679.38,0,0.1413418992829375,0.1413418992829375,378.8499999999999,0,[],[],0.2783813884141018,0.0,0.0,0.0,0.0,0.2783813884141018,Normal,0.002783813884141018,N/A,1.0,0.08351441652423054,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000307,AC00233,241.11,2023-06-16 16:41:23,Debit,Columbus,D000443,195.164.171.146,M063,Branch,30,Doctor,55,1,12385.05,2024-11-04 08:10:49,241.11,,12:00:00,12,0,0,1,12385.05,12385.05,M063,M063,Branch,Debit,DEBIT,1,6,6,0.0,5.489392168336741,0,0,0,0,0,12626.16,0,0.01909455491179331,0.01909455491179331,241.11000000000058,0,[],[],0.19351173476160938,0.0,0.0,0.0,0.0,0.19351173476160938,Normal,0.0019351173476160938,N/A,1.0,0.058053520428482816,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000308,AC00389,131.93,2023-09-11 17:31:10,Credit,Fort Worth,D000245,216.32.4.105,M049,Branch,31,Engineer,13,1,4547.06,2024-11-04 08:06:50,131.93,2023-11-09 17:31:10,17:31:10,17,3,0,11,4547.06,4547.06,M049,M049,Branch,Credit,DEBIT,5,6,5,0.0,4.889822673879508,0,0,0,0,0,4678.990000000001,0,0.02819023117570764,0.02819023117570764,131.9300000000003,0,[],[],0.5675591515492103,0.0,0.0,0.0,0.0,0.5675591515492103,Normal,0.005675591515492104,N/A,1.0,0.17026774546476312,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000309,AC00067,20.28,2023-07-19 17:42:38,Debit,Oklahoma City,D000585,150.83.4.238,M047,Online,36,Engineer,213,1,2047.83,2024-11-04 08:10:02,20.28,,12:00:00,12,0,0,1,2047.83,2047.83,M047,M047,Online,Debit,DEBIT,3,2,6,0.0,3.0577676644734435,0,0,0,0,0,2068.11,0,0.009801315541464687,0.009801315541464687,20.2800000000002,0,[],[],0.9500687145125335,0.0,0.0,0.0,0.0,0.9500687145125335,Normal,0.009500687145125334,N/A,1.0,0.28502061435376,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000310,AC00300,415.88,2023-04-27 17:30:16,Debit,San Diego,D000146,152.140.239.181,M005,Branch,70,Doctor,170,1,10008.33,2024-11-04 08:08:01,415.88,,12:00:00,12,0,0,1,10008.33,10008.33,M005,M005,Branch,Debit,DEBIT,4,6,6,0.0,6.032798410600959,0,0,0,0,0,10424.21,0,0.03989176237217284,0.03989176237217284,415.8799999999992,0,[],[],0.4052450616477055,0.0,0.0,0.0,0.0,0.4052450616477055,Normal,0.004052450616477055,N/A,1.0,0.12157351849431165,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000311,AC00386,49.99,2023-02-09 17:53:59,Debit,Omaha,D000668,155.140.33.42,M062,ATM,62,Retired,139,1,2299.64,2024-11-04 08:08:15,49.99,2023-09-02 17:53:59,17:53:59,17,5,1,9,2299.64,2299.64,M062,M062,ATM,Debit,DEBIT,0,3,6,0.0,3.9316295350670645,0,0,0,0,0,2349.6299999999997,0,0.02126663915631129,0.02126663915631129,49.98999999999978,0,[],[],0.8482831424960504,0.0,0.0,0.0,0.0,0.8482831424960504,Normal,0.008482831424960504,N/A,1.0,0.2544849427488151,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000312,AC00285,1221.65,2023-09-27 16:55:35,Debit,Denver,D000098,83.207.115.164,M091,Online,27,Student,153,1,243.92,2024-11-04 08:10:41,1221.65,,12:00:00,12,0,0,1,243.92,243.92,M091,M091,Online,Debit,DEBIT,4,2,6,0.0,7.108775913208576,0,0,0,0,1,1465.5700000000002,0,0.8329980839646249,0.8329980839646249,1221.65,0,[],[],8.165788998494612,0.0,3.75,1.25,0.0,3.1657889984946115,Normal,0.08165788998494612,N/A,1.0,2.449736699548384,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (8/100),0
TX000313,AC00219,100.66,2023-06-16 18:58:50,Debit,Dallas,D000511,86.220.59.252,M024,Branch,50,Doctor,144,1,14473.33,2024-11-04 08:11:54,100.66,,12:00:00,12,0,0,1,14473.33,14473.33,M024,M024,Branch,Debit,DEBIT,2,6,6,0.0,4.621633912018757,0,0,0,0,0,14573.99,0,0.006906351222196379,0.006906351222196379,100.65999999999985,0,[],[],0.6746892369398338,0.0,0.0,0.0,0.0,0.6746892369398338,Normal,0.006746892369398338,N/A,1.0,0.20240677108195015,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000314,AC00445,485.54,2023-12-08 16:47:48,Debit,Louisville,D000343,121.67.144.20,M080,Online,19,Student,148,1,1533.32,2024-11-04 08:11:09,485.54,2023-08-12 16:47:48,16:47:48,16,5,1,8,1533.32,1533.32,M080,M080,Online,Debit,DEBIT,1,2,6,0.0,6.187319118184521,0,0,0,0,0,2018.86,0,0.24038299684136527,0.24038299684136527,485.53999999999996,15,['BALANCE_DROP_ALERT'],['Transaction of 485.54 is 147.1% of opening balance 330.16 on 2023-08-12 (threshold: 40%)'],0.6438981396237478,0.0,0.0,0.0,0.0,0.6438981396237478,Normal,0.006438981396237478,N/A,1.0,45.19316944188712,Medium,🟠,Multiple weak signals — consider manual review,45.0,False,False,RULES,Rule-based flags: Transaction of 485.54 is 147.1% of opening balance 330.16 on 2023-08-12 (threshold: 40%). ML score below threshold (1/100),0
TX000315,AC00371,321.15,2023-02-10 17:06:40,Debit,Los Angeles,D000151,200.164.13.160,M037,Branch,46,Doctor,179,1,7005.05,2024-11-04 08:06:33,321.15,2023-10-02 17:06:40,17:06:40,17,0,0,10,7005.05,7005.05,M037,M037,Branch,Debit,DEBIT,5,6,6,0.0,5.775017275584651,0,0,0,0,0,7326.2,0,0.04382983950212905,0.04382983950212905,321.14999999999964,0,[],[],0.08070291297313656,0.0,0.0,0.0,0.0,0.08070291297313656,Normal,0.0008070291297313656,N/A,1.0,0.02421087389194097,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000316,AC00164,711.3,2023-06-26 18:57:37,Debit,San Jose,D000581,109.42.41.157,M076,Branch,21,Student,51,1,955.4,2024-11-04 08:09:32,711.3,,12:00:00,12,0,0,1,955.4,955.4,M076,M076,Branch,Debit,DEBIT,0,6,6,0.0,6.568499170984308,0,0,0,0,0,1666.6999999999998,0,0.4265155603525814,0.4265155603525814,711.2999999999998,0,[],[],1.4173451520250002,0.0,0.0,0.0,0.0,1.4173451520250002,Normal,0.014173451520250003,N/A,1.0,0.42520354560750007,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000317,AC00200,12.23,2023-10-12 16:02:13,Debit,Houston,D000177,23.92.205.75,M065,ATM,42,Engineer,139,1,7844.88,2024-11-04 08:07:29,12.23,2023-12-10 16:02:13,16:02:13,16,6,1,12,7844.88,7844.88,M065,M065,ATM,Debit,DEBIT,0,3,6,0.0,2.5824869781268642,0,0,0,0,0,7857.11,0,0.0015563538815313099,0.0015563538815313099,12.229999999999563,0,[],[],0.9776477739111431,0.0,0.0,0.0,0.0,0.9776477739111431,Normal,0.00977647773911143,N/A,1.0,0.2932943321733429,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000318,AC00310,350.94,2023-10-30 17:17:51,Debit,Colorado Springs,D000154,100.137.90.188,M013,ATM,20,Student,64,1,221.56,2024-11-04 08:10:35,350.94,,12:00:00,12,0,0,1,221.56,221.56,M013,M013,ATM,Debit,DEBIT,1,3,6,0.0,5.8634607065236155,0,0,0,0,0,572.5,0,0.6119267654751526,0.6119267654751526,350.94,0,[],[],0.18276256259854995,0.0,0.0,0.0,0.0,0.18276256259854995,Normal,0.0018276256259854996,N/A,1.0,0.05482876877956499,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000319,AC00106,301.85,2023-04-18 17:43:50,Debit,Columbus,D000433,55.154.161.250,M062,Online,54,Engineer,25,1,6586.19,2024-11-04 08:10:05,301.85,,12:00:00,12,0,0,1,6586.19,6586.19,M062,M062,Online,Debit,DEBIT,0,2,6,0.0,5.713237633426957,0,0,0,0,0,6888.04,0,0.04381597435927212,0.04381597435927212,301.85000000000036,0,[],[],0.014581689818706446,0.0,0.0,0.0,0.0,0.014581689818706446,Normal,0.00014581689818706447,N/A,1.0,0.004374506945611934,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000320,AC00444,29.34,2023-03-09 17:37:08,Debit,Louisville,D000029,40.198.240.246,M087,Online,65,Retired,30,1,3944.82,2024-11-04 08:11:42,29.34,2023-09-03 17:37:08,17:37:08,17,6,1,9,3944.82,3944.82,M087,M087,Online,Debit,DEBIT,4,2,6,0.0,3.4124669739203863,0,0,0,0,0,3974.1600000000003,0,0.007380834985258454,0.007380834985258454,29.340000000000146,0,[],[],0.9190294253011794,0.0,0.0,0.0,0.0,0.9190294253011794,Normal,0.009190294253011794,N/A,1.0,0.2757088275903538,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000321,AC00441,231.71,2023-04-24 17:01:08,Debit,Raleigh,D000315,26.105.49.129,M060,Branch,27,Student,148,1,1127.98,2024-11-04 08:07:02,231.71,,12:00:00,12,0,0,1,1127.98,1127.98,M060,M060,Branch,Debit,DEBIT,3,6,6,0.0,5.44979304317089,0,0,0,0,0,1359.69,0,0.17028860357612682,0.17028860357612682,231.71000000000004,0,[],[],0.2257158538109174,0.0,0.0,0.0,0.0,0.2257158538109174,Normal,0.002257158538109174,N/A,1.0,0.06771475614327521,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000322,AC00300,179.43,2023-08-11 18:20:48,Debit,Oklahoma City,D000421,189.198.67.252,M004,ATM,58,Retired,244,1,2626.63,2024-11-04 08:10:00,179.43,2023-11-08 18:20:48,18:20:48,18,2,0,11,2626.63,2626.63,M004,M004,ATM,Debit,DEBIT,0,3,6,0.0,5.195342890920207,0,0,0,0,0,2806.06,0,0.06392097069531824,0.06392097069531824,179.42999999999984,0,[],[],0.404825571246856,0.0,0.0,0.0,0.0,0.404825571246856,Normal,0.00404825571246856,N/A,1.0,0.12144767137405679,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000323,AC00194,36.71,2023-01-30 17:11:53,Debit,Jacksonville,D000671,166.7.230.111,M095,Branch,48,Doctor,55,1,6459.38,2024-11-04 08:11:44,36.71,,12:00:00,12,0,0,1,6459.38,6459.38,M095,M095,Branch,Debit,DEBIT,3,6,6,0.0,3.6299253112702656,0,0,0,0,0,6496.09,0,0.005650221868559617,0.005650221868559617,36.710000000000036,0,[],[],0.8937800255784772,0.0,0.0,0.0,0.0,0.8937800255784772,Normal,0.008937800255784773,N/A,1.0,0.2681340076735432,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000324,AC00248,138.12,2023-04-11 17:18:50,Credit,Los Angeles,D000182,45.182.28.148,M067,Branch,53,Doctor,281,1,1649.69,2024-11-04 08:11:23,138.12,2023-11-04 17:18:50,17:18:50,17,5,1,11,1649.69,1649.69,M067,M067,Branch,Credit,DEBIT,1,6,5,0.0,4.935336870046028,0,0,0,0,0,1787.81,0,0.07721334294866421,0.07721334294866421,138.1199999999999,0,[],[],0.5463523965582298,0.0,0.0,0.0,0.0,0.5463523965582298,Normal,0.005463523965582298,N/A,1.0,0.16390571896746894,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000325,AC00286,233.24,2023-04-17 16:56:06,Debit,Louisville,D000351,45.241.13.208,M070,ATM,33,Engineer,72,1,6939.23,2024-11-04 08:07:39,233.24,,12:00:00,12,0,0,1,6939.23,6939.23,M070,M070,ATM,Debit,DEBIT,6,3,6,0.0,5.4563462307729464,0,0,0,0,0,7172.469999999999,0,0.03251425042552628,0.03251425042552628,233.23999999999978,0,[],[],0.22047411954012577,0.0,0.0,0.0,0.0,0.22047411954012577,Normal,0.0022047411954012578,N/A,1.0,0.06614223586203773,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000326,AC00049,609.14,2023-11-23 16:09:39,Debit,Tucson,D000224,201.113.165.203,M086,ATM,39,Engineer,177,1,9033.87,2024-11-04 08:11:33,609.14,,12:00:00,12,0,0,1,9033.87,9033.87,M086,M086,ATM,Debit,DEBIT,6,3,6,0.0,6.413688439031101,0,0,0,0,0,9643.01,0,0.06316252264358913,0.06316252264358913,609.1399999999994,0,[],[],1.0673480454210316,0.0,0.0,0.0,0.0,1.0673480454210316,Normal,0.010673480454210316,N/A,1.0,0.32020441362630947,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000327,AC00471,436.64,2023-12-25 17:46:24,Debit,Los Angeles,D000683,38.210.156.148,M033,Branch,31,Doctor,111,1,14365.18,2024-11-04 08:08:23,436.64,,12:00:00,12,0,0,1,14365.18,14365.18,M033,M033,Branch,Debit,DEBIT,4,6,6,0.0,6.081396654608589,0,0,0,0,0,14801.82,0,0.029497082312694472,0.029497082312694472,436.6399999999994,0,[],[],0.47636820116511336,0.0,0.0,0.0,0.0,0.47636820116511336,Normal,0.004763682011651133,N/A,1.0,0.142910460349534,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000328,AC00434,870.43,2023-05-31 16:54:20,Debit,Los Angeles,D000427,178.34.103.183,M037,Branch,29,Doctor,55,1,10115.18,2024-11-04 08:07:52,870.43,,12:00:00,12,0,0,1,10115.18,10115.18,M037,M037,Branch,Debit,DEBIT,5,6,6,0.0,6.770135540449008,0,0,0,0,0,10985.61,0,0.079226440184916,0.079226440184916,870.4300000000003,0,[],[],1.9625197758884454,0.0,0.0,0.0,0.0,1.9625197758884454,Normal,0.019625197758884452,N/A,1.0,0.5887559327665336,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (2/100),0
TX000329,AC00264,354.4,2023-11-06 17:23:08,Debit,Chicago,D000416,87.234.36.48,M046,ATM,74,Retired,128,1,7358.65,2024-11-04 08:10:00,354.4,2023-06-11 17:23:08,17:23:08,17,6,1,6,7358.65,7358.65,M046,M046,ATM,Debit,DEBIT,4,3,6,0.0,5.8732439157205505,0,0,0,0,0,7713.049999999999,0,0.04594214452849022,0.04594214452849022,354.39999999999964,10,['RAPID_TRANSACTION'],['5 transactions within 10-minute window (threshold: 5)'],0.19461641918478456,0.0,0.0,0.0,0.0,0.19461641918478456,Normal,0.0019461641918478456,N/A,1.0,30.058384925755437,Low,🟡,Minor anomaly detected — monitor if pattern repeats,30.0,False,False,RULES,Rule-based flags: 5 transactions within 10-minute window (threshold: 5). ML score below threshold (0/100),0
TX000330,AC00316,22.63,2023-02-20 17:28:15,Debit,Kansas City,D000488,165.114.224.47,M052,Online,53,Engineer,112,1,4438.03,2024-11-04 08:10:56,22.63,,12:00:00,12,0,0,1,4438.03,4438.03,M052,M052,Online,Debit,DEBIT,3,2,6,0.0,3.1625170911988163,0,0,0,0,0,4460.66,0,0.005072103208222948,0.005072103208222948,22.63000000000011,0,[],[],0.9420176847502066,0.0,0.0,0.0,0.0,0.9420176847502066,Normal,0.009420176847502066,N/A,1.0,0.28260530542506196,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000331,AC00087,182.19,2023-06-19 16:36:25,Debit,Mesa,D000101,157.130.28.27,M007,Branch,26,Student,53,1,1176.1,2024-11-04 08:06:27,182.19,,12:00:00,12,0,0,1,1176.1,1176.1,M007,M007,Branch,Debit,DEBIT,1,6,6,0.0,5.210523865597367,0,0,0,0,0,1358.29,0,0.13403320851326797,0.13403320851326797,182.19000000000005,0,[],[],0.3953698937387613,0.0,0.0,0.0,0.0,0.3953698937387613,Normal,0.003953698937387613,N/A,1.0,0.1186109681216284,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000332,AC00140,126.81,2023-10-30 16:58:01,Debit,Philadelphia,D000693,57.232.212.116,M036,Branch,26,Engineer,290,1,5427.98,2024-11-04 08:12:22,126.81,,12:00:00,12,0,0,1,5427.98,5427.98,M036,M036,Branch,Debit,DEBIT,3,6,6,0.0,4.850544786143623,0,0,0,0,0,5554.79,0,0.022824836791887383,0.022824836791887383,126.8100000000004,0,[],[],0.5851001185207483,0.0,0.0,0.0,0.0,0.5851001185207483,Normal,0.005851001185207483,N/A,1.0,0.17553003555622448,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000333,AC00418,288.17,2023-09-08 16:48:51,Debit,Virginia Beach,D000399,143.212.47.226,M012,Online,37,Engineer,50,1,3653.11,2024-11-04 08:10:16,288.17,2023-08-09 16:48:51,16:48:51,16,2,0,8,3653.11,3653.11,M012,M012,Online,Debit,DEBIT,6,2,6,0.0,5.667014750463987,0,0,0,0,0,3941.28,0,0.07309729395172337,0.07309729395172337,288.1700000000001,0,[],[],0.032285581308371614,0.0,0.0,0.0,0.0,0.032285581308371614,Normal,0.0003228558130837161,N/A,1.0,0.009685674392511483,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000334,AC00187,118.77,2023-10-02 17:44:05,Debit,Atlanta,D000310,104.80.232.55,M066,Branch,55,Engineer,123,1,2104.82,2024-11-04 08:10:29,118.77,2023-02-10 17:44:05,17:44:05,17,4,0,2,2104.82,2104.82,M066,M066,Branch,Debit,DEBIT,3,6,6,0.0,4.785573236959415,0,0,0,0,0,2223.59,0,0.0533896133669575,0.0533896133669575,118.76999999999998,0,[],[],10.612644918218242,0.0,0.0,0.0,10.0,0.6126449182182416,Normal,0.10612644918218242,N/A,1.0,3.1837934754654724,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (11/100),0
TX000335,AC00077,651.82,2023-04-14 17:59:43,Debit,Indianapolis,D000280,138.181.222.38,M094,ATM,21,Student,166,1,1802.77,2024-11-04 08:07:02,651.82,,12:00:00,12,0,0,1,1802.77,1802.77,M094,M094,ATM,Debit,DEBIT,6,3,6,0.0,6.481301440435488,0,0,0,0,0,2454.59,0,0.2654433354102273,0.2654433354102273,651.8200000000002,0,[],[],1.2135684497853367,0.0,0.0,0.0,0.0,1.2135684497853367,Normal,0.012135684497853367,N/A,1.0,0.364070534935601,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000336,AC00141,66.65,2023-10-17 16:58:59,Debit,Detroit,D000398,120.170.93.69,M100,ATM,37,Engineer,33,1,3559.96,2024-11-04 08:11:00,66.65,,12:00:00,12,0,0,1,3559.96,3559.96,M100,M100,ATM,Debit,DEBIT,3,3,6,0.0,4.214347354616797,0,0,0,0,0,3626.61,0,0.018372978352138185,0.018372978352138185,66.65000000000009,0,[],[],0.7912064804363195,0.0,0.0,0.0,0.0,0.7912064804363195,Normal,0.007912064804363194,N/A,1.0,0.2373619441308958,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000337,AC00332,98.53,2023-01-16 16:31:48,Debit,Denver,D000684,119.163.214.161,M085,Branch,69,Retired,166,1,3564.8,2024-11-04 08:11:19,98.53,,12:00:00,12,0,0,1,3564.8,3564.8,M085,M085,Branch,Debit,DEBIT,5,6,6,0.0,4.600459106257972,0,0,0,0,0,3663.3300000000004,0,0.026888953778726257,0.026888953778726257,98.5300000000002,0,[],[],0.6819865532776026,0.0,0.0,0.0,0.0,0.6819865532776026,Normal,0.006819865532776026,N/A,1.0,0.20459596598328078,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000338,AC00439,138.95,2023-06-02 16:48:43,Debit,Washington,D000675,104.155.121.252,M090,Online,71,Retired,30,1,6752.92,2024-11-04 08:08:37,138.95,2023-02-06 16:48:43,16:48:43,16,0,0,2,6752.92,6752.92,M090,M090,Online,Debit,DEBIT,4,2,6,0.0,4.941285215961463,0,0,0,0,0,6891.87,0,0.0201585116214291,0.0201585116214291,138.94999999999982,0,[],[],0.5435088413655782,0.0,0.0,0.0,0.0,0.5435088413655782,Normal,0.005435088413655782,N/A,1.0,0.16305265240967345,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
