TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,amount,date,time,hour,day_of_week,is_weekend,month,balance_after,balance,merchant,narration,mode,transaction_type,debit_credit,merchant_encoded,channel_encoded,txn_type_encoded,anomaly_score_raw,log_amount,is_night,is_early_morning,is_round_amount,is_near_threshold,is_large_amount,balance_before,balance_zeroed_out,amount_to_balance_ratio,balance_utilization,balance_delta,rule_score,rule_flags,rule_reasons,ml_score,score_xgb_component,score_rf_component,score_velocity,score_spending_dev,score_time_context,fraud_type_predicted,fraud_probability,shap_top_feature,confidence_score,final_risk_score,risk_category,risk_icon,risk_description,rule_boost_applied,hard_override_applied,suppression_applied,dominant_signal,combined_reason,is_fraud_predicted
TX000662,AC00006,158.56,2023-02-28 17:28:13,Debit,Sacramento,D000027,218.238.171.184,M087,ATM,33,Doctor,100,1,5401.21,2024-11-04 08:10:48,158.56,2023-02-28 17:28:13,17:28:13,17,1,0,2,5401.21,5401.21,M087,M087,ATM,Debit,DEBIT,86,0,1,0.0,5.0724200270372055,0,0,0,0,0,5559.77,0,0.028514036725129793,0.028514036725129793,158.5600000000004,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.23816278373827154,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000663,AC00424,56.02,2023-06-19 17:50:29,Debit,Memphis,D000455,81.248.235.147,M003,Online,27,Student,142,1,3548.02,2024-11-04 08:07:58,56.02,2023-06-19 17:50:29,17:50:29,17,0,0,6,3548.02,3548.02,M003,M003,Online,Debit,DEBIT,2,2,1,0.0,4.043402083484526,0,0,0,0,0,3604.04,0,0.015539356012693342,0.015539356012693342,56.01999999999998,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.4138122713614653,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000664,AC00131,288.28,2023-01-17 17:11:24,Debit,Portland,D000127,191.25.177.160,M087,Online,27,Student,36,1,160.83,2024-11-04 08:06:33,288.28,2023-01-17 17:11:24,17:11:24,17,1,0,1,160.83,160.83,M087,M087,Online,Debit,DEBIT,86,2,1,0.0,5.667395077203811,0,0,0,0,0,449.11,0,0.6404656639488124,0.6404656639488124,288.28,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.015954362298046313,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000665,AC00133,245.67,2023-01-02 18:35:07,Credit,Portland,D000097,3.77.114.6,M088,Branch,24,Student,107,1,752.25,2024-11-04 08:07:45,245.67,2023-01-02 18:35:07,18:35:07,18,0,0,1,752.25,752.25,M088,M088,Branch,Credit,DEBIT,87,1,0,0.0,5.508051410952312,0,0,0,0,0,997.92,0,0.24593561045929604,0.24593561045929604,245.66999999999996,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.08894465552629172,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000666,AC00393,152.18,2023-08-07 16:57:22,Credit,Los Angeles,D000637,40.244.94.218,M093,Online,39,Engineer,176,4,2459.84,2024-11-04 08:10:50,152.18,2023-08-07 16:57:22,16:57:22,16,0,0,8,2459.84,2459.84,M093,M093,Online,Credit,DEBIT,92,2,0,0.0,5.031613700481447,0,0,0,0,0,2612.02,0,0.05823912560944808,0.05823912560944808,152.17999999999984,15,['BALANCE_DROP_ALERT'],['Transaction of 152.18 is 61.2% of opening balance 248.52 on 2023-08-07 (threshold: 40%)'],0.1730836209644342,0.0,0.0,0.0,0.24909162839436647,0.0,Normal,0.001730836209644342,N/A,1.0,6.173083620964434,Very Low,✅,Normal transaction — no significant risk signals,6.0,False,True,RULES,Rule-based flags: Transaction of 152.18 is 61.2% of opening balance 248.52 on 2023-08-07 (threshold: 40%). ML score below threshold (0/100),0
TX000667,AC00361,114.35,2023-11-27 16:16:19,Credit,El Paso,D000264,193.221.15.59,M025,Branch,41,Engineer,21,1,469.12,2024-11-04 08:10:13,114.35,2023-11-27 16:16:19,16:16:19,16,0,0,11,469.12,469.12,M025,M025,Branch,Credit,DEBIT,24,1,0,0.0,4.747970984619762,0,0,0,0,0,583.47,0,0.1956473386144712,0.1956473386144712,114.35000000000002,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.31389385305581985,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000668,AC00092,373.27,2023-07-18 18:03:03,Credit,Miami,D000090,35.67.21.23,M053,Online,61,Doctor,79,1,8441.61,2024-11-04 08:06:36,373.27,2023-07-18 18:03:03,18:03:03,18,1,0,7,8441.61,8441.61,M053,M053,Online,Credit,DEBIT,52,2,0,0.0,5.9249774620856215,0,0,0,0,0,8814.880000000001,0,0.04234063984536994,0.04234063984536994,373.27000000000044,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.1296322375956073,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000669,AC00049,504.63,2023-11-13 17:07:10,Debit,Portland,D000129,77.21.150.75,M068,Online,60,Engineer,168,1,3806.16,2024-11-04 08:07:50,504.63,2023-11-13 17:07:10,17:07:10,17,0,0,11,3806.16,3806.16,M068,M068,Online,Debit,DEBIT,67,2,1,0.0,6.225805176515408,0,0,0,0,0,4310.79,0,0.11703492053184408,0.11703492053184408,504.6300000000001,15,['BALANCE_DROP_ALERT'],"['Transaction of 504.63 is 50.4% of opening balance 1,000.35 on 2023-11-13 (threshold: 40%)']",0.1730836209644342,0.0,0.0,0.0,0.35464995452736797,0.0,Normal,0.001730836209644342,N/A,1.0,6.173083620964434,Very Low,✅,Normal transaction — no significant risk signals,6.0,False,True,RULES,"Rule-based flags: Transaction of 504.63 is 50.4% of opening balance 1,000.35 on 2023-11-13 (threshold: 40%). ML score below threshold (0/100)",0
TX000670,AC00023,126.22,2023-05-04 16:25:15,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,46,Engineer,77,4,6133.41,2024-11-04 08:07:41,126.22,2023-05-04 16:25:15,16:25:15,16,3,0,5,6133.41,6133.41,M081,M081,ATM,Debit,DEBIT,80,0,1,0.0,4.845917871250658,0,0,0,0,0,6259.63,0,0.020160910323721415,0.020160910323721415,126.22000000000025,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.29356072044330456,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000671,AC00323,820.15,2023-12-18 16:33:01,Debit,Kansas City,D000281,13.188.62.74,M093,Branch,47,Doctor,181,1,8802.97,2024-11-04 08:10:34,820.15,2023-12-18 16:33:01,16:33:01,16,0,0,12,8802.97,8802.97,M093,M093,Branch,Debit,DEBIT,92,1,1,0.0,6.71070579678357,0,0,0,0,0,9623.119999999999,0,0.085218180986937,0.085218180986937,820.1499999999996,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.895130999337882,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000672,AC00372,986.81,2023-03-31 16:52:35,Credit,Houston,D000093,145.76.10.8,M039,Online,68,Doctor,127,1,14881.77,2024-11-04 08:09:09,986.81,2023-03-31 16:52:35,16:52:35,16,4,0,3,14881.77,14881.77,M039,M039,Online,Credit,DEBIT,38,2,0,0.0,6.895490371562065,0,0,0,0,1,15868.58,0,0.06218249002179011,0.06218249002179011,986.8099999999995,15,['BALANCE_DROP_ALERT'],"['Transaction of 986.81 is 96.6% of opening balance 1,021.88 on 2023-03-31 (threshold: 40%)']",10.819811122429675,6.875,1.875,7.5,1.1806170887398857,0.0,Normal,0.10819811122429675,N/A,1.0,16.819811122429677,Very Low,✅,Normal transaction — no significant risk signals,6.0,False,True,RULES,"Rule-based flags: Transaction of 986.81 is 96.6% of opening balance 1,021.88 on 2023-03-31 (threshold: 40%). ML score below threshold (11/100)",0
TX000673,AC00497,8.37,2023-01-12 16:21:27,Debit,Colorado Springs,D000425,143.212.47.226,M011,ATM,63,Retired,135,1,1106.34,2024-11-04 08:11:23,8.37,2023-01-12 16:21:27,16:21:27,16,3,0,1,1106.34,1106.34,M011,M011,ATM,Debit,DEBIT,10,0,1,0.0,2.2375130962503307,0,0,0,0,0,1114.7099999999998,0,0.007501949431303834,0.007501949431303834,8.36999999999989,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.4954360092710146,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000674,AC00130,197.49,2023-07-03 16:36:45,Credit,Fresno,D000649,167.67.137.223,M007,Online,53,Retired,30,1,5005.33,2024-11-04 08:06:40,197.49,2023-07-03 16:36:45,16:36:45,16,0,0,7,5005.33,5005.33,M007,M007,Online,Credit,DEBIT,6,2,0,0.0,5.2907387210244865,0,0,0,0,0,5202.82,0,0.037950966789781354,0.037950966789781354,197.48999999999978,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.17147627551542252,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000675,AC00034,637.97,2023-10-23 17:17:18,Debit,New York,D000646,104.165.213.58,M066,Branch,58,Retired,90,1,7949.03,2024-11-04 08:07:56,637.97,2023-10-23 17:17:18,17:17:18,17,0,0,10,7949.03,7949.03,M066,M066,Branch,Debit,DEBIT,65,1,1,0.0,6.459857504918618,0,0,0,0,0,8587.0,0,0.07428621332091291,0.07428621332091291,637.9700000000003,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.5830593818696409,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000676,AC00286,13.52,2023-05-15 16:51:28,Debit,Seattle,D000584,167.67.137.223,M001,ATM,26,Student,65,1,259.77,2024-11-04 08:06:30,13.52,2023-05-15 16:51:28,16:51:28,16,0,0,5,259.77,259.77,M001,M001,ATM,Debit,DEBIT,0,0,1,0.0,2.67552700939665,0,0,0,0,0,273.28999999999996,0,0.049290896496408915,0.049290896496408915,13.519999999999982,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.4866141362335712,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000677,AC00232,432.1,2023-03-20 16:28:17,Debit,San Francisco,D000264,182.84.41.229,M048,ATM,49,Engineer,240,1,2114.3,2024-11-04 08:10:16,432.1,2023-03-20 16:28:17,16:28:17,16,0,0,3,2114.3,2114.3,M048,M048,ATM,Debit,DEBIT,47,0,1,0.0,6.070968648220581,0,0,0,0,0,2546.4,0,0.16962393028185602,0.16962393028185602,432.0999999999999,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.23040714842916005,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000678,AC00182,375.17,2023-06-08 17:20:53,Debit,Fort Worth,D000226,112.196.12.19,M053,ATM,51,Engineer,66,2,5495.3,2024-11-04 08:11:26,375.17,2023-06-08 17:20:53,17:20:53,17,3,0,6,5495.3,5495.3,M053,M053,ATM,Debit,DEBIT,52,0,1,0.0,5.930041168870556,0,0,0,0,0,5870.47,0,0.06389711605441227,0.06389711605441227,375.1700000000001,15,['BALANCE_DROP_ALERT'],['Transaction of 375.17 is 88.6% of opening balance 423.64 on 2023-06-08 (threshold: 40%)'],0.1730836209644342,0.0,0.0,0.0,0.13288690920165444,0.0,Normal,0.001730836209644342,N/A,1.0,6.173083620964434,Very Low,✅,Normal transaction — no significant risk signals,6.0,False,True,RULES,Rule-based flags: Transaction of 375.17 is 88.6% of opening balance 423.64 on 2023-06-08 (threshold: 40%). ML score below threshold (0/100),0
TX000679,AC00136,642.68,2023-02-17 16:57:11,Debit,Fresno,D000269,56.116.189.0,M034,Branch,50,Doctor,94,1,8461.46,2024-11-04 08:08:38,642.68,2023-02-17 16:57:11,16:57:11,16,4,0,2,8461.46,8461.46,M034,M034,Branch,Debit,DEBIT,33,1,1,0.0,6.467201708201478,0,0,0,0,0,9104.14,0,0.07058430732531296,0.07058430732531296,642.6800000000003,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.5911275414825259,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000680,AC00101,78.44,2023-11-21 17:25:30,Credit,San Jose,D000476,35.246.53.10,M033,Online,52,Retired,292,1,6870.84,2024-11-04 08:10:39,78.44,2023-11-21 17:25:30,17:25:30,17,1,0,11,6870.84,6870.84,M033,M033,Online,Credit,DEBIT,32,2,0,0.0,4.375002019736917,0,0,0,0,0,6949.28,0,0.011285876252467526,0.011285876252467526,78.4399999999996,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.3754071464101097,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000681,AC00328,139.72,2023-01-16 17:53:00,Debit,Memphis,D000516,219.98.242.240,M033,Branch,49,Engineer,201,1,5058.83,2024-11-04 08:08:24,139.72,2023-01-16 17:53:00,17:53:00,17,0,0,1,5058.83,5058.83,M033,M033,Branch,Debit,DEBIT,32,1,1,0.0,4.946772100429302,0,0,0,0,0,5198.55,0,0.0268715561923628,0.0268715561923628,139.72000000000025,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.2704354221898121,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000682,AC00356,499.99,2023-08-02 16:01:17,Debit,San Jose,D000100,9.230.41.239,M046,Branch,31,Engineer,296,1,8885.0,2024-11-04 08:09:05,499.99,2023-08-02 16:01:17,16:01:17,16,2,0,8,8885.0,8885.0,M046,M046,Branch,Debit,DEBIT,45,1,1,0.0,6.21658614080582,0,0,0,0,0,9384.99,0,0.05326982023206929,0.05326982023206929,499.9899999999998,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.34670170386838983,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000683,AC00312,10.07,2023-01-17 16:47:41,Debit,Albuquerque,D000494,23.92.205.75,M029,Online,24,Student,49,1,530.81,2024-11-04 08:08:57,10.07,2023-01-17 16:47:41,16:47:41,16,1,0,1,530.81,530.81,M029,M029,Online,Debit,DEBIT,28,2,1,0.0,2.4042387467205457,0,0,0,0,0,540.88,0,0.01858345021037868,0.01858345021037868,10.07000000000005,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.49252393467613037,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000684,AC00242,120.62,2023-02-27 16:37:11,Debit,Raleigh,D000024,134.222.122.238,M087,ATM,23,Student,85,1,9379.53,2024-11-04 08:06:39,120.62,2023-02-27 16:37:11,16:37:11,16,0,0,2,9379.53,9379.53,M087,M087,ATM,Debit,DEBIT,86,0,1,0.0,4.800901429691963,0,0,0,0,0,9500.150000000001,0,0.01269530530514727,0.01269530530514727,120.6200000000008,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.30315343675586437,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000685,AC00123,578.49,2023-10-16 17:46:51,Debit,Nashville,D000463,194.88.79.54,M032,Branch,59,Retired,180,1,6475.13,2024-11-04 08:06:50,578.49,2023-10-16 17:46:51,17:46:51,17,0,0,10,6475.13,6475.13,M032,M032,Branch,Debit,DEBIT,31,1,1,0.0,6.362148406375523,0,0,0,0,0,7053.62,0,0.08200158194204649,0.08200158194204649,578.4899999999998,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.48117103074980894,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000686,AC00071,119.3,2023-08-28 16:08:54,Debit,Mesa,D000597,90.111.245.138,M058,Branch,34,Engineer,22,5,319.04,2024-11-04 08:08:55,119.3,2023-08-28 16:08:54,16:08:54,16,0,0,8,319.04,319.04,M058,M058,Branch,Debit,DEBIT,57,1,1,0.0,4.789988622980633,0,0,0,0,0,438.34000000000003,0,0.27154367915509625,0.27154367915509625,119.30000000000001,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.30541457702953917,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000687,AC00370,280.92,2024-01-01 18:21:50,Debit,Phoenix,D000320,120.170.93.69,M048,Online,41,Doctor,168,1,5298.85,2024-11-04 08:06:41,280.92,2024-01-01 18:21:50,18:21:50,18,0,0,1,5298.85,5298.85,M048,M048,Online,Debit,DEBIT,47,2,1,0.0,5.641623342747815,0,0,0,0,0,5579.77,0,0.05033713985704481,0.05033713985704481,280.9200000000001,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.02856193230883916,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000688,AC00330,42.42,2023-06-01 17:19:57,Debit,Sacramento,D000068,61.95.76.233,M042,Online,21,Student,102,1,490.57,2024-11-04 08:09:11,42.42,2023-06-01 17:19:57,17:19:57,17,3,0,6,490.57,490.57,M042,M042,Online,Debit,DEBIT,41,2,1,0.0,3.7709201644501458,0,0,0,0,0,532.99,0,0.07943968988183299,0.07943968988183299,42.420000000000016,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.4371088681205392,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000689,AC00218,77.03,2023-06-19 16:57:53,Debit,Fresno,D000681,121.67.144.20,M030,ATM,67,Doctor,259,1,11310.27,2024-11-04 08:08:06,77.03,2023-06-19 16:57:53,16:57:53,16,0,0,6,11310.27,11310.27,M030,M030,ATM,Debit,DEBIT,29,0,1,0.0,4.35709336812867,0,0,0,0,0,11387.300000000001,0,0.006763959502296216,0.006763959502296216,77.03000000000065,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.37782245533880776,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000690,AC00437,22.59,2023-03-27 16:12:36,Debit,Seattle,D000048,113.115.81.178,M060,ATM,62,Retired,45,1,3988.75,2024-11-04 08:08:22,22.59,2023-03-27 16:12:36,16:12:36,16,0,0,3,3988.75,3988.75,M060,M060,ATM,Debit,DEBIT,59,0,1,0.0,3.1608228934195837,0,0,0,0,0,4011.34,0,0.005630131045723941,0.005630131045723941,22.590000000000146,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.4710773617773359,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000691,AC00287,568.76,2023-10-09 16:48:50,Debit,Baltimore,D000221,63.191.171.41,M097,ATM,51,Retired,155,1,7484.32,2024-11-04 08:12:09,568.76,2023-10-09 16:48:50,16:48:50,16,0,0,10,7484.32,7484.32,M097,M097,ATM,Debit,DEBIT,96,0,1,0.0,6.345215219529468,0,0,0,0,0,8053.08,0,0.07061762485597362,0.07061762485597362,568.7600000000002,10,['RAPID_TRANSACTION'],['5 transactions within 10-minute window (threshold: 5)'],0.1730836209644342,0.0,0.0,0.0,0.46450368615673615,0.0,Normal,0.001730836209644342,N/A,1.0,4.173083620964434,Very Low,✅,Normal transaction — no significant risk signals,4.0,False,True,RULES,Rule-based flags: 5 transactions within 10-minute window (threshold: 5). ML score below threshold (0/100),0
TX000692,AC00418,25.94,2023-10-16 18:53:31,Credit,San Jose,D000232,42.219.228.159,M003,Online,58,Retired,211,5,4815.11,2024-11-04 08:06:38,25.94,2023-10-16 18:53:31,18:53:31,18,0,0,10,4815.11,4815.11,M003,M003,Online,Credit,DEBIT,2,2,0,0.0,3.293612170982218,0,0,0,0,0,4841.049999999999,0,0.00535723505540009,0.00535723505540009,25.9399999999996,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.4653388618403581,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000693,AC00465,105.94,2023-08-07 16:02:55,Debit,Oklahoma City,D000532,160.212.125.105,M074,Branch,51,Engineer,207,1,5963.1,2024-11-04 08:09:59,105.94,2023-08-07 16:02:55,16:02:55,16,0,0,8,5963.1,5963.1,M074,M074,Branch,Debit,DEBIT,73,1,1,0.0,4.672267929520586,0,0,0,0,0,6069.04,0,0.017452932764858223,0.017452932764858223,105.9399999999996,15,['BALANCE_DROP_ALERT'],['Transaction of 105.94 is 42.6% of opening balance 248.52 on 2023-08-07 (threshold: 40%)'],0.1730836209644342,0.0,0.0,7.5,0.32830005737521767,0.0,Normal,0.001730836209644342,N/A,1.0,6.173083620964434,Very Low,✅,Normal transaction — no significant risk signals,6.0,False,True,RULES,Rule-based flags: Transaction of 105.94 is 42.6% of opening balance 248.52 on 2023-08-07 (threshold: 40%). ML score below threshold (0/100),0
TX000694,AC00011,733.29,2023-03-15 18:42:16,Debit,Virginia Beach,D000618,16.51.235.240,M032,ATM,52,Doctor,94,5,10427.0,2024-11-04 08:07:12,733.29,2023-03-15 18:42:16,18:42:16,18,2,0,3,10427.0,10427.0,M032,M032,ATM,Debit,DEBIT,31,0,1,0.0,6.59890404595274,0,0,0,0,0,11160.29,0,0.06569939496241026,0.06569939496241026,733.2900000000009,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.7463411173898558,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000695,AC00432,350.15,2023-11-27 16:18:25,Credit,Fresno,D000234,11.167.243.171,M052,ATM,21,Student,195,1,296.47,2024-11-04 08:08:37,350.15,2023-11-27 16:18:25,16:18:25,16,0,0,11,296.47,296.47,M052,M052,ATM,Credit,DEBIT,51,0,0,0.0,5.861213482605029,0,0,0,0,0,646.62,0,0.5406719990117661,0.5406719990117661,350.15,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.0900280231051817,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000696,AC00240,1151.18,2023-08-25 17:26:27,Debit,Kansas City,D000208,72.192.101.196,M055,ATM,65,Doctor,105,1,1100.06,2024-11-04 08:07:02,1151.18,2023-08-25 17:26:27,17:26:27,17,4,0,8,1100.06,1100.06,M055,M055,ATM,Debit,DEBIT,54,0,1,0.0,7.049411079050077,0,0,0,0,1,2251.24,0,0.5111267005292509,0.5111267005292509,1151.1799999999998,0,[],[],10.819811122429675,6.875,1.875,7.5,1.462180442364075,0.0,Normal,0.10819811122429675,N/A,1.0,10.819811122429675,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (11/100),0
TX000697,AC00497,183.67,2023-06-26 16:11:29,Debit,San Diego,D000187,77.7.223.184,M085,Online,19,Student,238,1,910.26,2024-11-04 08:11:05,183.67,2023-06-26 16:11:29,16:11:29,16,0,0,6,910.26,910.26,M085,M085,Online,Debit,DEBIT,84,2,1,0.0,5.218570448457781,0,0,0,0,0,1093.93,0,0.16774588329847567,0.16774588329847567,183.67000000000007,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.19514972898677557,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000698,AC00026,278.27,2023-04-10 16:47:55,Debit,Tucson,D000141,87.234.36.48,M027,Branch,29,Doctor,123,1,6684.34,2024-11-04 08:09:58,278.27,2023-04-10 16:47:55,16:47:55,16,0,0,4,6684.34,6684.34,M027,M027,Branch,Debit,DEBIT,26,1,1,0.0,5.632179055796509,0,0,0,0,0,6962.610000000001,0,0.03996059515107824,0.03996059515107824,278.27000000000044,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.033101342706747,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000699,AC00277,470.3,2023-09-12 18:46:45,Debit,Austin,D000695,41.110.46.150,M091,ATM,40,Doctor,88,1,8524.09,2024-11-04 08:08:00,470.3,2023-09-12 18:46:45,18:46:45,18,1,0,9,8524.09,8524.09,M091,M091,ATM,Debit,DEBIT,90,0,1,0.0,6.155494833929685,0,0,0,0,0,8994.39,0,0.05228233572974602,0.05228233572974602,470.2999999999993,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.2958431775612646,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
